state,fips,stname,year,Month,Total_Victims_Killed,Total_Victims_Wounded,Total_Number_Victims,Number_of_Incidents,Treated,total_donation_amount,total_donation_count,republican_donation_amount,republican_donation_count,democrat_donation_amount,democrat_donation_count,rep_minus_dem_amount,rep_minus_dem_count,median_income,white_pct,black_pct,asian_pct,other_race_pct,unemployed_pct,some_college_pct,bachelors_pct,State,Mean_HFR,total_donation_amount_GVP,total_donation_count_GVP
AL,1,Alabama,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,7,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,11,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2000,12,0,0,0,0,0,0,0,0,0,0,0,0,0,34135,0.7112,0.2599,0.007,0.0065,0.062,0.2585,0.1218,Alabama,0.526082352871624,0,0
AL,1,Alabama,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,4,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,6,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,7,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,8,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,10,0,0,0,0,0,1000,1,1000,1,0,0,1000,1,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,11,0,0,0,0,0,11928.74,3,11928.74,3,0,0,11928.74,3,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2001,12,0,0,0,0,0,0,0,0,0,0,0,0,0,34869,0.71,0.2604,0.0075,0.0067,0.0632,0.2837,0.1366,Alabama,0.515324004439223,0,0
AL,1,Alabama,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,4,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,6,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,7,0,0,0,0,0,2500,1,2500,1,0,0,2500,1,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,8,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,9,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,11,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2002,12,0,0,0,0,0,0,0,0,0,0,0,0,0,35619,0.7088,0.2609,0.008,0.0069,0.0643,0.3164,0.1514,Alabama,0.539446073688307,0,0
AL,1,Alabama,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,3,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,4,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,5,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,6,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,7,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,8,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,9,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,10,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,11,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2003,12,0,0,0,0,0,0,0,0,0,0,0,0,0,36385,0.7076,0.2614,0.0085,0.0071,0.0655,0.3527,0.1662,Alabama,0.536865930843076,0,0
AL,1,Alabama,2004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,8,0,1,1,1,1,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,10,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,11,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2004,12,0,0,0,0,0,0,0,0,0,0,0,0,0,37167,0.7065,0.262,0.009,0.0072,0.0667,0.3916,0.1811,Alabama,0.5269272788091,0,0
AL,1,Alabama,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,2,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,5,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,6,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,8,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,9,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,10,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,11,0,0,0,0,0,2500,1,2500,1,0,0,2500,1,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2005,12,0,0,0,0,0,0,0,0,0,0,0,0,0,37967,0.7053,0.2625,0.0095,0.0074,0.0678,0.4325,0.1959,Alabama,0.528947802094841,0,0
AL,1,Alabama,2006,1,0,1,1,1,1,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,3,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,5,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,6,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,7,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,8,0,1,1,1,1,1000,1,1000,1,0,0,1000,1,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,9,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,10,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,11,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2006,12,0,0,0,0,0,0,0,0,0,0,0,0,0,38783,0.7041,0.263,0.01,0.0076,0.069,0.475,0.2107,Alabama,0.515895875193764,0,0
AL,1,Alabama,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2007,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40554,0.7032,0.2619,0.0096,0.0075,0.0668,0.4828,0.2139,Alabama,0.514233133083518,0,0
AL,1,Alabama,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,3,0,0,0,1,1,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,5,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,6,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,7,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,8,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,9,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,10,0,1,1,1,1,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2008,12,0,0,0,0,0,0,0,0,0,0,0,0,0,42666,0.7028,0.2618,0.0098,0.0072,0.0696,0.5025,0.2199,Alabama,0.511965439865425,0,0
AL,1,Alabama,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,2,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2009,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40489,0.6998,0.2611,0.0109,0.0091,0.1108,0.5108,0.2203,Alabama,0.510303989129911,0,0
AL,1,Alabama,2010,1,0,1,1,1,1,1000,1,1000,1,0,0,1000,1,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,2,1,0,1,1,1,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,3,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,4,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,6,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,8,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,9,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,11,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2010,12,0,0,0,0,0,0,0,0,0,0,0,0,0,40474,0.6947,0.2639,0.011,0.0108,0.9233,0.0584,0.1391,Alabama,0.508788216692213,0,0
AL,1,Alabama,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,3,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,4,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,5,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,6,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,7,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,8,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,9,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,10,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,11,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
AL,1,Alabama,2011,12,0,0,0,0,0,0,0,0,0,0,0,0,0,41415,0.6909,0.2667,0.0113,0.0122,0.115,0.0607,0.1389,Alabama,0.514960033670176,0,0
