USPS,GEOID,INTPTLAT,INTPTLONG,note
TX,30,32.75316281,-96.83964549,
UT,1,39.82378735,-112.9911372,
UT,2,40.64986774,-111.8095011,
UT,3,38.89347316,-110.6891188,
VT,0,44.06922561,-72.66615341,
VA,1,37.84677766,-76.80189658,
VA,2,36.76795881,-76.08465553,
VA,3,37.26318374,-76.9624626,
VA,4,36.91370162,-77.34375968,
VA,5,37.12653866,-79.02027644,
VA,6,37.9688233,-79.42636589,
VA,7,37.99092975,-77.9648123,
VA,8,38.78437919,-77.14802321,
VA,9,36.97432989,-81.51419645,
VA,10,38.88211956,-78.05128328,
VA,11,38.74954977,-77.31491454,
WA,1,47.75052119,-122.4047179,
WA,2,48.45803869,-121.7675409,
WA,3,46.34337089,-122.5668234,
WA,4,47.29726282,-120.0746404,
WA,5,47.48710088,-117.9642803,
WA,6,47.64544477,-123.6286303,
WA,7,47.55221828,-122.3692337,
WA,8,47.28349993,-121.7850972,
WA,9,47.01652075,-122.5349467,
WV,1,39.40662305,-80.23322771,
WV,2,38.80552265,-80.34558645,
WV,3,37.93247299,-81.18642352,
WI,1,42.67736137,-88.68700647,
WI,2,43.15285631,-89.77693741,
WI,3,44.32411164,-91.37235782,
WI,4,42.93800502,-88.08671412,
WI,5,43.11057054,-87.97585787,
WI,6,44.00937476,-89.12902013,
WI,7,45.61711185,-90.83276708,
WI,8,45.27266946,-88.61059412,
WI,9,43.28779141,-88.42088835,
WY,0,42.99566763,-107.5513922,
AK,0,64.00171221,-152.5165856,
HI,1,21.37211382,-157.8869878,
HI,2,20.21869705,-156.2946316,
IL,SS,41.782129,-87.63476,IL200212
MO,SS,39.240626,-94.455102,MO200211
LA,SS,30.03024,-89.972275,LA20024
MD,SS,39.365087,-76.591088,MD20024
KY,SS,39.043988,-84.498122,KY20019
TX,SS,32.640709,-97.096959,TX20016
OH,SS,41.447651,-81.790979,OH20014
IN,SS,41.536054,-87.342607,IN20013
CA,SS,32.857131,-116.968996,CA20013
MD,SS,39.316342,-76.590052,MD20011
FL,SS,25.951781,-80.217264,FL200012
CA,SS,37.951943,-122.346405,CA200012
IL,SS,41.504171,-90.543562,IL20009
OH,SS,38.918152,-82.282757,OH20009
OH,SS,40.799681,-81.379006,OH20007
FL,SS,26.632735,-80.070842,FL20005
AZ,SS,31.562389,-110.299365,AZ20005
GA,SS,32.053936,-81.116729,GA20003
MI,SS,43.00627,-83.665313,MI20002
FL,SS,28.271424,-82.68772,FL20001
AL,1pw,30.791347,-87.985265,
AL,2pw,31.808887,-85.994956,
AL,3pw,33.11913,-85.810802,
AL,4pw,34.109414,-86.766171,
AL,5pw,34.721971,-86.879446,
AL,6pw,33.45375,-86.89083,
AL,7pw,32.972321,-87.067373,
AK,0pw,61.184163,-148.971567,
AZ,1pw,33.407607,-111.908308,
AZ,2pw,32.795922,-112.158114,
AZ,3pw,34.124385,-112.571516,
AZ,4pw,33.576223,-112.064008,
AZ,5pw,32.181852,-110.753664,
AZ,6pw,34.027841,-111.184123,
AR,1pw,35.511205,-90.951353,
AR,2pw,34.875493,-92.335479,
AR,3pw,35.796085,-93.880414,
AR,4pw,33.8543,-92.783217,
CA,1pw,39.18509,-122.92025,
CA,2pw,40.037901,-121.714079,
CA,3pw,38.870276,-121.665845,
CA,4pw,38.638937,-120.890182,
CA,5pw,38.540812,-121.442504,
CA,6pw,38.223748,-122.639702,
CA,7pw,38.009183,-122.171476,
CA,8pw,37.764209,-122.429271,
CA,9pw,37.809111,-122.238509,
CA,10pw,37.829033,-121.945348,
CA,11pw,38.059148,-121.290876,
CA,12pw,37.649116,-122.418398,
CA,13pw,37.591516,-122.035001,
CA,14pw,37.414431,-122.138601,
CA,15pw,37.265683,-121.942809,
CA,16pw,37.297306,-121.812435,
CA,17pw,36.741031,-121.737206,
CA,18pw,37.511496,-120.846759,
CA,19pw,36.812804,-119.737445,
CA,20pw,36.209036,-119.527875,
CA,21pw,35.602455,-118.908075,
CA,22pw,34.892376,-120.307943,
CA,23pw,34.259503,-119.069351,
